Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,30.218216,30.388994,29.952562,30.313093,23.628902,39322421
2016-01-05,30.531309,30.588236,30.294119,30.531309,23.798996,28777994
2016-01-06,30.104364,30.265656,29.810247,29.990513,23.377451,27242316
2016-01-07,29.563566,30.180265,29.544592,29.791271,23.222139,39223134
2016-01-08,29.933586,30.009487,29.335863,29.411764,22.926315,34840286
2016-01-11,29.554079,29.601519,29.070210,29.478178,22.978092,40717917
2016-01-12,29.772297,29.886148,29.146111,29.411764,22.926315,40927031
2016-01-13,29.497154,29.677420,28.719166,28.814041,22.460394,42762888
2016-01-14,28.833017,29.810247,28.833017,29.516129,23.007669,40603031
2016-01-15,28.671726,29.240988,28.652752,29.231499,22.785807,49299269
2016-01-19,29.525618,29.629980,28.776091,29.117647,22.697050,34508276
2016-01-20,28.662239,29.478178,28.519924,29.089184,22.674866,52142223
2016-01-21,29.041746,29.316889,28.946869,29.013283,22.615702,38528548
2016-01-22,29.411764,29.648956,29.098673,29.136621,22.711843,33142398
2016-01-25,29.250475,29.326376,28.861481,28.937382,22.556538,30313251
2016-01-26,28.965843,29.174574,28.785580,29.098673,22.682266,27360786
2016-01-27,29.136621,29.421251,28.766603,28.956356,22.571327,30059131
2016-01-28,29.127134,29.136621,28.074003,28.652752,22.334667,51419917
2016-01-29,28.823528,28.927895,28.387096,28.927895,22.549143,59794263
2016-02-01,28.785580,28.842505,28.282732,28.624289,22.312483,50036858
2016-02-02,28.624289,28.785580,28.036053,28.595825,22.290295,50815553
2016-02-03,28.377609,28.529411,27.647058,28.149904,22.163307,47403334
2016-02-04,27.979128,28.074003,27.267551,27.514231,21.662823,60009068
2016-02-05,27.533207,27.912712,27.362429,27.542694,21.685234,41033906
2016-02-08,27.210627,27.495256,26.802656,27.096773,21.334139,50082391
2016-02-09,27.011385,27.703985,26.888046,27.609108,21.737524,60214809
2016-02-10,27.827324,28.368120,27.808350,27.979128,22.028849,47121389
2016-02-11,27.523720,27.836811,27.409866,27.637571,21.759930,41780771
2016-02-12,27.751423,27.874763,27.495256,27.855787,21.931740,34300533
2016-02-16,28.036053,28.311195,27.941175,28.282732,22.267881,34329307
2016-02-17,28.462997,28.529411,28.074003,28.111954,22.133429,41224259
2016-02-18,28.292219,28.500950,27.950665,28.036053,22.073666,50788993
2016-02-19,28.083490,28.130930,27.685009,27.979128,22.028849,41870045
2016-02-22,28.225805,28.529411,28.130930,28.510435,22.447166,41458458
2016-02-23,28.519924,28.823528,28.415560,28.425047,22.379936,33697118
2016-02-24,28.282732,28.538898,28.007589,28.481974,22.424755,33322210
2016-02-25,28.557875,29.117647,28.481974,29.022770,22.850542,54850265
2016-02-26,29.203035,29.316889,28.481974,28.681213,22.581625,45244004
2016-02-29,28.548388,28.633776,28.055029,28.149904,22.163307,37091841
2016-03-01,28.263758,28.548388,28.102467,28.500950,22.439697,33114256
2016-03-02,28.567362,28.614801,28.225805,28.444023,22.394876,36139763
2016-03-03,28.349146,28.462997,28.064516,28.358635,22.327646,38881955
2016-03-04,28.320683,28.406073,28.017078,28.187857,22.193190,38827884
2016-03-07,28.036053,28.282732,27.817837,28.263758,22.252949,33934900
2016-03-08,28.225805,28.225805,27.855787,27.855787,21.931740,34566879
2016-03-09,28.197344,28.320683,27.912712,28.216318,22.215601,81054603
2016-03-10,28.368120,28.387096,28.017078,28.074003,22.103548,61264172
2016-03-11,28.254269,28.937382,28.206831,28.937382,22.783310,63638517
2016-03-14,28.719166,28.785580,28.415560,28.557875,22.484518,49289572
2016-03-15,28.349146,28.396584,27.798861,28.026566,22.066196,57622391
2016-03-16,28.007589,28.007589,27.390892,27.552181,21.692701,96151572
2016-03-17,27.628082,28.064516,27.267551,27.836811,21.916800,70483510
2016-03-18,27.988615,28.130930,27.675522,27.941175,21.998968,86327765
2016-03-21,27.941175,28.576851,27.931688,28.529411,22.462105,37124304
2016-03-22,28.491461,28.994307,28.358635,28.823528,22.693668,42880725
2016-03-23,28.870968,29.041746,28.557875,28.643265,22.551746,42985704
2016-03-24,28.576851,28.728653,28.349146,28.538898,22.469574,33669714
2016-03-28,28.548388,28.671726,28.216318,28.254269,22.245476,32850545
2016-03-29,28.292219,28.643265,28.187857,28.510435,22.447166,36464395
2016-03-30,28.605312,28.662239,28.472486,28.529411,22.462105,33824546
2016-03-31,28.519924,28.624289,27.998102,28.121443,22.140894,59861719
2016-04-01,27.931688,28.624289,27.903227,28.500950,22.439697,50975340
2016-04-04,28.548388,29.174574,28.519924,29.146111,22.947655,54762573
2016-04-05,29.611006,30.123341,29.013283,29.753321,23.425722,299829377
2016-04-06,29.924099,31.309298,29.914612,31.242884,24.598509,158517384
2016-04-07,30.882353,31.385199,30.834915,31.081594,24.471523,64692412
2016-04-08,31.148008,31.214420,30.626186,30.834915,24.277298,55597973
2016-04-11,30.853889,30.901327,30.237192,30.256166,23.821634,87735803
2016-04-12,30.265656,30.493359,30.170778,30.322580,23.873924,45178972
2016-04-13,30.322580,30.939280,30.322580,30.872866,24.307182,38429156
2016-04-14,30.815939,31.100569,30.673624,30.977230,24.389347,33682467
2016-04-15,30.977230,31.100569,30.645161,30.834915,24.277298,37179112
2016-04-18,30.834915,31.176472,30.635674,30.939280,24.359472,38997262
2016-04-19,31.119545,31.499050,31.062618,31.204933,24.568630,29954996
2016-04-20,31.166983,31.688805,31.166983,31.527514,24.822605,36981593
2016-04-21,31.366224,31.764706,31.347248,31.537003,24.830072,36025298
2016-04-22,31.546490,31.783682,31.375711,31.565466,24.852493,27548714
2016-04-25,31.432638,31.565466,31.309298,31.508539,24.807663,25569513
2016-04-26,31.499050,31.622391,31.233397,31.356735,24.688150,30293330
2016-04-27,31.290323,31.508539,31.214420,31.309298,24.650797,27503603
2016-04-28,31.280834,31.480076,31.072105,31.223909,24.583570,34818995
2016-04-29,31.185959,31.261860,30.768501,31.034157,24.434164,36061134
2016-05-02,30.891842,31.309298,30.834915,31.119545,24.501396,40122407
2016-05-03,31.925997,32.229603,31.546490,31.973434,25.173691,75396414
2016-05-04,31.944971,32.163189,31.622391,31.688805,24.949594,38021364
2016-05-05,31.660341,32.001900,31.593927,31.850096,25.076586,25047467
2016-05-06,31.669828,31.869070,31.499050,31.859583,25.084057,24422234
2016-05-09,31.821632,32.220116,31.802656,32.087288,25.263334,33182766
2016-05-10,32.096775,32.134724,31.764706,32.068310,25.248390,26125498
2016-05-11,31.745731,31.840607,31.451612,31.461102,24.992140,32037384
2016-05-12,31.518026,31.574953,31.233397,31.489565,25.014755,26746515
2016-05-13,31.622391,31.736242,31.442125,31.489565,25.014755,21622494
2016-05-16,31.242884,31.717268,31.129032,31.669828,25.157951,23239224
2016-05-17,31.565466,31.631880,31.233397,31.337761,24.894159,33175177
2016-05-18,31.318787,31.669828,31.280834,31.470589,24.999678,21034889
2016-05-19,31.461102,31.717268,31.271347,31.669828,25.157951,28095740
2016-05-20,31.764706,32.163189,31.736242,32.011387,25.429277,36437939
2016-05-23,32.096775,32.172676,31.925997,31.944971,25.376520,25126833
2016-05-24,31.963947,32.428844,31.963947,32.352940,25.700600,29890808
2016-05-25,32.371918,32.637569,32.324478,32.590134,25.889019,22152761
2016-05-26,32.504745,32.874763,32.504745,32.666035,25.949314,26656292
2016-05-27,32.618595,32.969639,32.618595,32.836811,26.084980,21569056
2016-05-31,32.893738,32.969639,32.618595,32.922199,26.152807,34547274
2016-06-01,32.922199,33.149906,32.846298,32.969639,26.190498,24361207
2016-06-02,32.912712,33.197342,32.751423,33.083492,26.280937,31807717
2016-06-03,33.083492,33.092979,32.685009,32.912712,26.145273,28377580
2016-06-06,32.922199,33.197342,32.846298,33.140415,26.326153,21526791
2016-06-07,33.055027,33.197342,32.969639,33.055027,26.258333,24776905
2016-06-08,32.988613,33.519924,32.893738,33.444023,26.567339,23703195
2016-06-09,33.254269,33.681213,33.235294,33.500950,26.612562,25440187
2016-06-10,33.311195,33.576851,33.225807,33.481972,26.597485,21645366
2016-06-13,33.225807,33.349148,32.922199,32.960152,26.182962,31296000
2016-06-14,32.827324,33.235294,32.808350,33.197342,26.371384,33410430
2016-06-15,33.216320,33.387096,32.874763,33.007591,26.220642,21372696
2016-06-16,32.903225,33.007591,32.656548,32.969639,26.190498,23540563
2016-06-17,32.998100,33.026566,32.314991,32.466793,25.791046,35423464
2016-06-20,32.713470,32.922199,32.428844,32.732449,26.002071,23814919
2016-06-21,32.741936,33.092979,32.741936,32.969639,26.190498,26725962
2016-06-22,32.960152,33.159393,32.647060,32.703983,25.979464,26515583
2016-06-23,32.922199,32.960152,32.542694,32.817837,26.069904,25111339
2016-06-24,32.068310,32.685009,32.011387,32.229603,25.602627,46376211
2016-06-27,32.068310,32.239090,31.812143,32.068310,25.474497,31359662
2016-06-28,32.400379,32.703983,32.182163,32.675522,25.956856,25068547
2016-06-29,32.846298,33.349148,32.798862,33.216320,26.386457,26206761
2016-06-30,33.339657,33.462997,33.149906,33.406071,26.537189,28451465
2016-07-01,33.349148,33.823528,33.320683,33.747627,26.808514,20371290
2016-07-05,33.719166,34.079697,33.633778,33.975330,26.989399,21972843
2016-07-06,33.984821,34.060722,33.567364,34.022770,27.027079,27226928
2016-07-07,33.956356,34.089184,33.738140,33.937382,26.959249,19081089
2016-07-08,34.041744,34.335861,33.870968,34.269451,27.223042,18752873
2016-07-11,34.222012,34.487667,34.184059,34.297913,27.245653,17406915
2016-07-12,34.297913,34.440228,34.184059,34.383301,27.313484,17066368
2016-07-13,34.421253,34.563568,34.354839,34.449715,27.366243,14611497
2016-07-14,34.620495,35.066414,34.392788,35.028461,27.825989,29155116
2016-07-15,35.075901,35.284630,34.753323,34.886147,27.712942,26445387
2016-07-18,34.810246,35.094875,34.677418,34.762810,27.614958,17827567
2016-07-19,34.791271,34.981026,34.677418,34.762810,27.614958,17614975
2016-07-20,35.009487,35.037952,34.800758,34.800758,27.645103,12937112
2016-07-21,34.791271,34.933586,34.648956,34.829224,27.667717,13772091
2016-07-22,34.914612,34.952560,34.800758,34.857685,27.690327,14209501
2016-07-25,34.914612,34.952560,34.639469,34.895638,27.720480,12833293
2016-07-26,34.943073,34.981026,34.772297,34.943073,27.758156,12773953
2016-07-27,34.867172,35.028461,34.772297,34.962048,27.773232,15877456
2016-07-28,34.990513,35.018974,34.629982,34.791271,27.637566,17134878
2016-07-29,34.800758,35.056927,34.772297,35.000000,27.803383,22675545
2016-08-01,35.123341,35.474384,35.085388,35.398483,28.119928,29911044
2016-08-02,34.876659,34.933586,34.278938,34.525616,27.426538,34914488
2016-08-03,34.070210,34.108158,33.263756,33.481972,26.818579,44941190
2016-08-04,33.681213,33.700191,33.349148,33.349148,26.712183,26482593
2016-08-05,33.548386,33.709679,33.415562,33.624287,26.932570,28665006
2016-08-08,33.472485,33.472485,32.931690,33.140415,26.544991,32189687
2016-08-09,33.197342,33.491463,33.111954,33.282730,26.658991,18054388
2016-08-10,33.368122,33.377609,33.121441,33.330170,26.696989,14887328
2016-08-11,33.330170,33.472485,33.301708,33.349148,26.712183,14106841
2016-08-12,33.282730,33.311195,32.969639,33.187855,26.582991,15840777
2016-08-15,33.254269,33.368122,33.140415,33.311195,26.681791,13021116
2016-08-16,33.149906,33.282730,32.988613,33.007591,26.438604,15944174
