"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2022","135.50","139.72","140.68","135.41","","-3.05%"
"03/30/2022","139.76","137.27","140.19","136.44","","1.93%"
"03/29/2022","137.12","139.82","141.61","136.70","","-2.17%"
"03/28/2022","140.16","135.76","141.77","134.30","","3.18%"
"03/25/2022","135.84","131.13","135.90","130.95","","3.60%"
"03/24/2022","131.12","130.04","131.60","129.37","","0.88%"
"03/23/2022","129.97","130.24","132.94","129.89","","-0.17%"
"03/22/2022","130.19","130.17","130.44","128.17","","-0.15%"
"03/21/2022","130.39","128.69","131.71","127.16","","2.78%"
"03/18/2022","126.86","121.98","126.86","121.85","","3.93%"
"03/17/2022","122.06","119.93","122.64","119.72","","1.86%"
"03/16/2022","119.83","118.22","121.48","118.22","","1.06%"
"03/15/2022","118.57","118.72","119.75","117.08","","-0.29%"
"03/14/2022","118.91","121.14","121.14","117.66","","-1.90%"
"03/11/2022","121.21","117.15","121.69","116.88","","3.55%"
"03/10/2022","117.05","117.42","118.44","116.68","","-0.44%"
"03/09/2022","117.57","118.78","119.14","117.16","","-0.27%"
"03/08/2022","117.89","117.31","118.08","116.24","","0.79%"
"03/07/2022","116.97","117.74","118.37","115.38","","0.67%"
"03/04/2022","116.19","119.47","120.13","116.16","","-2.74%"
"03/03/2022","119.46","118.73","120.83","118.66","","1.05%"
"03/02/2022","118.22","122.69","123.10","118.17","","-3.56%"
"03/01/2022","122.58","118.86","123.29","118.06","","3.22%"
"02/28/2022","118.76","117.99","119.92","116.73","","0.12%"
"02/25/2022","118.62","119.57","120.38","115.88","","-0.59%"
"02/24/2022","119.33","121.42","125.12","118.88","","-1.56%"
"02/23/2022","121.22","120.42","121.39","120.13","","0.70%"
"02/22/2022","120.38","120.69","121.18","119.66","","-0.57%"
"02/18/2022","121.07","119.56","121.45","119.56","","1.27%"
"02/17/2022","119.55","119.62","120.35","119.04","","-0.13%"
"02/16/2022","119.70","120.62","120.82","118.80","","-0.72%"
"02/15/2022","120.57","120.74","121.22","120.25","","-0.06%"
"02/14/2022","120.64","122.95","123.14","119.28","","-3.54%"
"02/11/2022","125.07","125.57","126.39","124.92","","-0.44%"
"02/10/2022","125.62","126.41","127.22","125.53","","-0.71%"
"02/09/2022","126.52","126.95","127.35","125.87","","-0.46%"
"02/08/2022","127.10","125.61","127.31","125.06","","1.13%"
"02/07/2022","125.68","126.66","126.91","125.36","","-0.63%"
"02/04/2022","126.48","127.71","128.80","125.73","","-0.82%"
"02/03/2022","127.53","126.05","127.68","125.27","","1.25%"
"02/02/2022","125.96","127.47","128.43","125.91","","-1.15%"
"02/01/2022","127.42","127.33","129.36","124.62","","-0.06%"
"01/31/2022","127.50","123.75","127.70","123.34","","3.13%"
"01/28/2022","123.63","121.55","125.59","120.02","","1.74%"
"01/27/2022","121.52","121.78","122.14","120.86","","-0.58%"
"01/26/2022","122.23","120.84","122.67","120.78","","0.97%"
"01/25/2022","121.06","120.31","121.45","120.06","","0.56%"
"01/24/2022","120.38","121.13","122.49","119.22","","-0.56%"
"01/21/2022","121.06","121.77","122.85","120.67","","-1.42%"
"01/20/2022","122.81","123.81","124.76","122.12","","-1.03%"
"01/19/2022","124.09","121.15","124.75","120.99","","2.32%"
"01/18/2022","121.28","119.90","121.36","119.14","","1.22%"
"01/14/2022","119.82","116.88","119.86","116.32","","2.50%"
"01/13/2022","116.90","117.47","118.44","116.45","","-0.58%"
"01/12/2022","117.58","115.90","118.97","115.90","","1.36%"
"01/11/2022","116.00","115.09","116.56","115.03","","0.58%"
"01/10/2022","115.33","115.42","116.36","114.83","","0.10%"
"01/07/2022","115.22","114.89","116.84","114.89","","0.37%"
"01/06/2022","114.80","115.58","116.09","114.61","","-1.19%"
"01/05/2022","116.18","116.23","117.63","115.55","","-0.07%"
"01/04/2022","116.26","113.52","117.67","113.42","","2.69%"
"01/03/2022","113.22","112.96","114.61","112.94","","-0.36%"
"01/02/2022","113.63","113.63","113.63","113.63","","0.00%"
"12/31/2021","113.63","113.91","114.46","112.36","","-0.63%"
"12/30/2021","114.35","112.74","115.34","112.01","","1.20%"
"12/29/2021","112.99","110.10","113.97","110.10","","2.52%"
"12/28/2021","110.21","112.03","112.63","109.78","","-1.95%"
"12/27/2021","112.40","108.88","112.69","108.53","","3.01%"
"12/23/2021","109.12","108.66","109.44","108.28","","0.36%"
"12/22/2021","108.73","107.10","109.34","106.81","","1.29%"
"12/21/2021","107.35","106.14","108.34","105.80","","1.88%"
"12/20/2021","105.37","106.91","107.23","104.28","","-1.95%"
"12/17/2021","107.47","108.86","109.03","106.95","","-2.04%"
"12/16/2021","109.71","106.06","109.79","106.06","","3.70%"
"12/15/2021","105.80","105.73","106.66","105.48","","-0.20%"
"12/14/2021","106.01","106.56","107.03","105.66","","-0.66%"
"12/13/2021","106.71","106.13","107.82","106.13","","0.44%"
"12/10/2021","106.24","106.30","107.08","105.79","","-0.38%"
"12/09/2021","106.65","106.40","107.00","105.03","","-0.07%"
"12/08/2021","106.72","106.26","106.83","105.22","","0.30%"
"12/07/2021","106.40","106.87","107.29","106.16","","-0.57%"
"12/06/2021","107.01","104.22","107.35","104.22","","2.80%"
"12/03/2021","104.10","103.80","105.65","103.65","","0.29%"
"12/02/2021","103.80","103.77","105.27","102.53","","-0.18%"
"12/01/2021","103.99","105.79","108.42","103.92","","-2.27%"
"11/30/2021","106.41","110.60","110.62","106.41","","-4.46%"
"11/29/2021","111.38","113.22","113.53","111.12","","-0.13%"
"11/26/2021","111.52","114.19","114.25","110.82","","-3.78%"
"11/24/2021","115.90","115.75","116.22","115.14","","0.23%"
"11/23/2021","115.63","115.44","115.94","114.61","","0.08%"
"11/22/2021","115.54","116.36","116.49","114.87","","-3.06%"
"11/19/2021","119.19","117.78","120.25","117.16","","1.24%"
"11/18/2021","117.73","119.72","120.48","117.11","","-2.02%"
"11/17/2021","120.16","117.82","121.63","117.61","","2.04%"
"11/16/2021","117.76","117.78","118.34","117.11","","0.08%"
"11/15/2021","117.67","117.73","118.18","116.51","","0.06%"
"11/12/2021","117.60","118.62","118.91","116.67","","-0.84%"
"11/11/2021","118.60","118.89","119.19","117.58","","-0.13%"
"11/10/2021","118.76","118.95","120.73","118.61","","-0.21%"
"11/09/2021","119.01","116.80","120.43","116.27","","1.98%"
"11/08/2021","116.70","117.44","118.34","116.33","","-0.30%"
"11/05/2021","117.05","116.74","117.56","115.78","","0.41%"
"11/04/2021","116.57","118.38","118.61","116.20","","-1.79%"
"11/03/2021","118.70","117.44","119.45","115.78","","1.04%"
"11/02/2021","117.48","120.40","121.55","116.70","","-1.96%"
"11/01/2021","119.83","115.94","119.85","115.23","","4.17%"
"10/29/2021","115.03","113.83","115.10","112.18","","1.23%"
"10/28/2021","113.63","110.31","114.16","109.55","","2.75%"
"10/27/2021","110.59","108.79","110.94","107.69","","1.70%"
"10/26/2021","108.74","108.60","109.54","108.37","","0.27%"
"10/25/2021","108.45","107.81","110.13","107.71","","0.18%"
"10/22/2021","108.26","106.41","109.03","106.41","","1.80%"
"10/21/2021","106.35","110.53","111.32","105.90","","-3.48%"
"10/20/2021","110.19","107.20","110.97","106.53","","2.35%"
"10/19/2021","107.66","107.14","108.34","105.28","","0.55%"
"10/18/2021","107.07","107.22","109.56","105.44","","0.02%"
"10/15/2021","107.05","107.38","111.10","106.47","","-0.18%"
"10/14/2021","107.24","103.92","107.86","103.92","","3.17%"
"10/13/2021","103.94","106.30","106.35","103.53","","-2.28%"
"10/12/2021","106.37","109.32","112.85","106.09","","-3.12%"
"10/11/2021","109.80","109.75","110.85","107.53","","-0.60%"
"10/08/2021","110.46","111.65","116.42","110.35","","-1.13%"
"10/07/2021","111.72","111.22","113.76","108.65","","0.38%"
"10/06/2021","111.30","110.44","113.93","109.23","","2.19%"
"10/05/2021","108.92","105.12","108.93","105.09","","3.77%"
"10/04/2021","104.96","104.53","106.83","103.65","","0.46%"
"10/01/2021","104.48","105.80","107.28","104.35","","-1.05%"
"09/30/2021","105.59","102.06","105.92","102.00","","3.59%"
"09/29/2021","101.93","99.81","104.03","99.59","","2.07%"
"09/28/2021","99.86","97.95","101.50","97.66","","1.84%"
"09/27/2021","98.06","96.03","99.85","96.03","","2.09%"
"09/24/2021","96.05","92.61","96.15","92.12","","3.84%"
"09/23/2021","92.50","90.81","92.69","90.41","","1.61%"
"09/22/2021","91.03","90.10","91.12","89.94","","0.92%"
"09/21/2021","90.20","89.10","90.72","89.05","","1.33%"
"09/20/2021","89.02","92.28","92.42","89.00","","-3.69%"
"09/17/2021","92.43","92.52","92.86","92.14","","-0.21%"
"09/16/2021","92.62","93.42","93.96","92.37","","-0.79%"
"09/15/2021","93.36","93.62","93.78","93.02","","-0.34%"
"09/14/2021","93.68","92.98","93.84","92.66","","0.92%"
"09/13/2021","92.83","93.22","93.32","92.52","","-0.51%"
"09/10/2021","93.31","93.16","94.09","92.07","","0.19%"
"09/09/2021","93.13","94.07","94.63","93.12","","-1.13%"
"09/08/2021","94.19","94.10","95.17","93.72","","0.06%"
"09/07/2021","94.13","93.87","94.27","93.54","","0.06%"
"09/03/2021","94.07","93.22","94.59","93.04","","0.85%"
"09/02/2021","93.28","92.27","93.75","92.22","","1.05%"
"09/01/2021","92.31","92.52","93.38","92.11","","-0.23%"
"08/31/2021","92.52","94.06","94.39","92.37","","-1.74%"
"08/30/2021","94.16","94.70","94.92","93.44","","-0.68%"
"08/27/2021","94.80","93.95","94.98","93.58","","0.74%"
"08/26/2021","94.10","94.35","94.53","93.38","","-0.40%"
"08/25/2021","94.48","94.24","94.93","93.24","","0.27%"
"08/24/2021","94.23","93.48","94.35","91.96","","0.82%"
"08/23/2021","93.46","92.94","93.95","92.94","","0.41%"
"08/20/2021","93.08","92.69","93.58","91.81","","0.38%"
"08/19/2021","92.73","94.40","94.74","92.56","","-2.15%"
"08/18/2021","94.77","95.10","95.54","93.53","","-0.12%"
"08/17/2021","94.88","94.27","96.70","94.27","","0.53%"
"08/16/2021","94.38","94.20","94.55","93.73","","-0.13%"
"08/13/2021","94.50","93.40","94.69","92.66","","1.39%"
"08/12/2021","93.20","91.13","93.84","91.06","","2.14%"
"08/11/2021","91.25","92.11","92.49","91.08","","-1.16%"
"08/10/2021","92.32","90.90","92.43","90.72","","1.51%"
"08/09/2021","90.95","91.71","91.72","90.33","","-0.82%"
"08/06/2021","91.70","90.44","91.92","90.42","","1.24%"
"08/05/2021","90.58","90.18","90.89","90.02","","0.35%"
"08/04/2021","90.26","89.78","90.58","89.78","","0.41%"
"08/03/2021","89.89","89.60","90.10","89.04","","0.22%"
"08/02/2021","89.69","89.81","90.20","89.09","","0.11%"
"07/30/2021","89.59","90.26","90.26","88.90","","-0.80%"
"07/29/2021","90.31","90.39","90.90","90.03","","-0.20%"
"07/28/2021","90.49","90.44","90.99","89.93","","0.02%"
"07/27/2021","90.47","89.52","90.49","89.22","","0.95%"
"07/26/2021","89.62","89.71","89.87","87.97","","-0.08%"
"07/23/2021","89.69","89.93","90.30","88.92","","-0.17%"
"07/22/2021","89.84","88.74","90.57","88.63","","1.34%"
"07/21/2021","88.65","88.48","88.84","87.87","","0.12%"
"07/20/2021","88.54","86.64","89.32","86.63","","1.97%"
"07/19/2021","86.83","89.86","89.86","86.37","","-3.47%"
"07/16/2021","89.95","89.18","89.96","88.83","","0.84%"
"07/15/2021","89.20","89.73","89.95","88.95","","-0.72%"
"07/14/2021","89.85","88.52","89.91","88.35","","1.58%"
"07/13/2021","88.45","88.12","88.50","87.62","","0.35%"
"07/12/2021","88.14","87.62","88.28","87.18","","0.63%"
"07/09/2021","87.59","86.78","87.88","86.57","","0.78%"
"07/08/2021","86.91","87.62","87.68","86.31","","-1.08%"
"07/07/2021","87.86","87.28","87.94","86.61","","0.64%"
"07/06/2021","87.30","87.79","88.88","86.09","","0.33%"
"07/02/2021","87.01","86.12","87.15","85.89","","1.26%"
"07/01/2021","85.93","85.19","86.81","84.93","","1.03%"
"06/30/2021","85.05","87.61","87.61","84.73","","-2.77%"
"06/29/2021","87.47","88.25","88.34","87.06","","0.03%"
"06/28/2021","87.44","88.08","88.69","86.81","","0.18%"
"06/25/2021","87.28","86.89","87.54","86.69","","0.65%"
"06/24/2021","86.72","86.89","87.00","85.92","","-0.30%"
"06/23/2021","86.98","85.83","87.00","85.63","","1.41%"
"06/22/2021","85.77","85.07","86.14","84.75","","0.80%"
"06/21/2021","85.09","84.98","85.36","84.11","","0.85%"
"06/18/2021","84.37","84.17","85.23","84.09","","0.74%"
"06/17/2021","83.75","85.06","85.45","83.64","","-1.71%"
"06/16/2021","85.21","85.49","85.94","84.56","","-0.16%"
"06/15/2021","85.35","84.86","85.62","84.18","","0.38%"
"06/14/2021","85.03","86.77","86.77","83.16","","-2.26%"
"06/11/2021","87.00","87.33","87.72","86.61","","-0.31%"
"06/10/2021","87.27","86.63","87.42","85.83","","0.63%"
"06/09/2021","86.72","85.25","86.75","85.25","","1.71%"
"06/08/2021","85.26","84.38","85.88","84.25","","1.11%"
"06/07/2021","84.32","86.06","86.50","84.13","","-1.75%"
"06/04/2021","85.82","84.18","86.33","83.61","","1.89%"
"06/03/2021","84.23","83.92","84.64","83.56","","0.54%"
"06/02/2021","83.78","84.09","84.56","83.32","","-0.36%"
"06/01/2021","84.08","82.46","84.84","82.31","","2.42%"
"05/28/2021","82.09","82.58","82.88","81.94","","-0.63%"
"05/27/2021","82.61","82.37","82.77","81.66","","0.35%"
"05/26/2021","82.32","82.68","83.10","81.86","","-0.46%"
"05/25/2021","82.70","82.69","83.52","82.41","","-0.13%"
"05/24/2021","82.81","82.52","82.91","82.14","","0.13%"
"05/21/2021","82.70","81.61","83.96","81.56","","1.29%"
"05/20/2021","81.65","83.47","83.75","81.51","","-1.61%"
"05/19/2021","82.99","84.10","84.24","82.16","","-1.28%"
"05/18/2021","84.07","82.36","84.31","82.36","","2.26%"
"05/17/2021","82.21","82.65","83.56","82.02","","-0.44%"
"05/14/2021","82.57","84.94","86.24","82.10","","-2.69%"
"05/13/2021","84.85","88.25","88.25","84.83","","-3.67%"
"05/12/2021","88.08","87.66","89.72","87.46","","0.13%"
"05/11/2021","87.97","88.09","88.84","87.35","","-0.20%"
"05/10/2021","88.15","89.29","89.65","87.07","","-1.57%"
