Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,159.809998,160.100006,157.869995,159.539993,139.870377,2640800
2016-01-05,160.169998,161.229996,159.449997,159.929993,140.212311,2127700
2016-01-06,158.360001,159.800003,157.630005,158.449997,138.914795,2033400
2016-01-07,154.850006,157.059998,153.550003,154.820007,135.732361,3826000
2016-01-08,155.279999,155.300003,151.809998,152.110001,133.356461,3156200
2016-01-11,152.300003,155.960007,152.119995,154.720001,135.644653,2164500
2016-01-12,155.710007,156.429993,154.940002,156.059998,136.819489,2215600
2016-01-13,155.970001,156.020004,151.880005,152.119995,133.365234,2157500
2016-01-14,151.960007,154.160004,151.330002,153.179993,134.294525,2281500
2016-01-15,149.289993,151.520004,148.250000,150.389999,131.848495,2975400
2016-01-19,151.789993,152.000000,149.580002,150.470001,131.918686,2242600
2016-01-20,148.460007,150.000000,144.910004,148.820007,130.472092,3796800
2016-01-21,148.970001,151.240005,148.110001,150.380005,131.839737,2211800
2016-01-22,152.179993,153.710007,151.649994,153.690002,134.741669,2544100
2016-01-25,154.070007,154.479996,150.550003,150.779999,132.190506,1820600
2016-01-26,150.779999,151.720001,148.300003,148.500000,130.191544,2828600
2016-01-27,149.289993,149.589996,146.720001,147.729996,129.516464,2189500
2016-01-28,148.550003,149.970001,147.809998,149.589996,131.147125,2076100
2016-01-29,149.500000,151.619995,146.910004,151.119995,132.488510,3221300
2016-02-01,150.839996,152.190002,150.190002,151.250000,132.602493,2142000
2016-02-02,149.990005,150.789993,148.110001,148.500000,130.191544,1931400
2016-02-03,149.279999,149.979996,145.449997,146.699997,128.613419,2546900
2016-02-04,145.000000,145.139999,141.789993,143.279999,125.615135,5340500
2016-02-05,143.270004,145.199997,142.399994,143.990005,126.237572,4079300
2016-02-08,142.740005,147.550003,141.619995,147.020004,128.893997,3782000
2016-02-09,146.240005,149.720001,146.229996,147.940002,129.700592,3228300
2016-02-10,149.369995,150.169998,147.580002,148.050003,130.148911,2189600
2016-02-11,147.130005,148.389999,144.759995,146.649994,128.918182,2198100
2016-02-12,147.979996,149.270004,147.000000,148.649994,130.676315,1951800
2016-02-16,149.350006,150.639999,147.699997,149.110001,131.080765,2186400
2016-02-17,149.750000,151.979996,148.910004,150.910004,132.663116,2174600
2016-02-18,149.130005,149.839996,146.820007,148.649994,130.676315,2894300
2016-02-19,149.000000,149.139999,146.850006,148.699997,130.720306,2471700
2016-02-22,149.630005,150.179993,148.490005,150.059998,131.915848,2161300
2016-02-23,149.889999,151.759995,149.119995,150.360001,132.179596,1850600
2016-02-24,150.029999,154.410004,149.660004,153.869995,135.265182,2590100
2016-02-25,154.690002,154.880005,152.860001,154.720001,136.012451,1746900
2016-02-26,153.089996,153.410004,148.759995,149.679993,131.581833,3800800
2016-02-29,149.990005,152.300003,149.690002,150.029999,131.889526,3115800
2016-03-01,150.399994,151.199997,149.380005,150.520004,132.320267,2681400
2016-03-02,151.130005,152.949997,150.389999,152.789993,134.315811,2947600
2016-03-03,148.559998,151.960007,147.380005,151.600006,133.269669,5552600
2016-03-04,151.740005,151.770004,150.029999,150.899994,132.654327,2155600
2016-03-07,149.960007,150.889999,147.600006,148.169998,130.254379,3159600
2016-03-08,147.660004,151.919998,147.100006,150.949997,132.698273,3156300
2016-03-09,151.350006,153.500000,151.309998,153.050003,134.544357,2395300
2016-03-10,153.210007,154.690002,151.050003,152.869995,134.386093,1413000
2016-03-11,153.850006,154.000000,151.399994,152.710007,134.245468,1829900
2016-03-14,152.259995,153.300003,151.649994,152.669998,134.210281,1218400
2016-03-15,151.800003,154.419998,151.800003,154.179993,135.537659,1398500
2016-03-16,153.699997,155.000000,152.630005,154.059998,135.432220,1485500
2016-03-17,153.820007,154.740005,153.589996,153.839996,135.238815,1583200
2016-03-18,154.580002,154.699997,152.770004,153.149994,134.632248,3611700
